id,context,prompt,speaker_utterance,listener_utterance,exchange_number,s_word_len,l_word_len,empathy,,
hit:11578_conv:23156,nostalgic,I miss how we all used to celebrate Christmas when I was a child. It was such a warm and cozy time. Things are really changing in this high tech modern world.,I miss how we all used to celebrate Christmas when I was a child. It was such a warm and cozy time. Things are really changing in this high tech modern world.,They really have changed. I know exactly how you feel and love thinking back to the time.,1,32,17,3,,
hit:11578_conv:23156,nostalgic,I miss how we all used to celebrate Christmas when I was a child. It was such a warm and cozy time. Things are really changing in this high tech modern world.,Yeah_comma_ so you remember all those wonderful old Christmas movies and all those commercials they played in between. I still have some videos of recordings from the 80's.,Those were awesome! My favorite was the coke commercial at Christmas time. So many memories!,2,28,15,3,,
hit:11578_conv:23156,nostalgic,I miss how we all used to celebrate Christmas when I was a child. It was such a warm and cozy time. Things are really changing in this high tech modern world.,I miss how we all used to celebrate Christmas when I was a child. It was such a warm and cozy time. Things are really changing in this high tech modern world.,They really have changed. I know exactly how you feel and love thinking back to the time.,1,32,17,3,,
hit:11578_conv:23156,nostalgic,I miss how we all used to celebrate Christmas when I was a child. It was such a warm and cozy time. Things are really changing in this high tech modern world.,Yeah_comma_ so you remember all those wonderful old Christmas movies and all those commercials they played in between. I still have some videos of recordings from the 80's.,Those were awesome! My favorite was the coke commercial at Christmas time. So many memories!,2,28,15,3,,
hit:550_conv:1101,apprehensive,Me and a few friends got offered to go to this party off campus. It seemed really sketchy but it turned out fine and it was a lot of fun.,In freshman year of college_comma_ me and some friends got invited to this really sketchy party and we were really hesitant about going.,Interesting_comma_ sounds like a metal band concert I went to where people were a bit goth. Did you go?,1,23,19,2,,
hit:550_conv:1101,apprehensive,Me and a few friends got offered to go to this party off campus. It seemed really sketchy but it turned out fine and it was a lot of fun.,Yeah_comma_ it was a house party and it was a great time despite my original thoughts.,College was an odd time_comma_ people the same age you did not know that well.,2,16,15,2,,
hit:550_conv:1101,apprehensive,Me and a few friends got offered to go to this party off campus. It seemed really sketchy but it turned out fine and it was a lot of fun.,In freshman year of college_comma_ me and some friends got invited to this really sketchy party and we were really hesitant about going.,Interesting_comma_ sounds like a metal band concert I went to where people were a bit goth. Did you go?,1,23,19,2,,
hit:550_conv:1101,apprehensive,Me and a few friends got offered to go to this party off campus. It seemed really sketchy but it turned out fine and it was a lot of fun.,Yeah_comma_ it was a house party and it was a great time despite my original thoughts.,College was an odd time_comma_ people the same age you did not know that well.,2,16,15,2,,
hit:4874_conv:9749,jealous,I was hoping to get a raise at work. But instead my arch enemy got the raise!,Hi_comma_ you will never guess what happened to me at work.,Probably not. But now I am interested to know. What happened?,1,11,11,1,,
hit:4874_conv:9749,jealous,I was hoping to get a raise at work. But instead my arch enemy got the raise!,My arch enemy done got the raise that I wanted. Can you believe that?,I can believe it.  It does tend to happen.,2,14,9,1,,
hit:4874_conv:9749,jealous,I was hoping to get a raise at work. But instead my arch enemy got the raise!,Hi_comma_ you will never guess what happened to me at work.,Probably not. But now I am interested to know. What happened?,1,11,11,1,,
hit:4874_conv:9749,jealous,I was hoping to get a raise at work. But instead my arch enemy got the raise!,My arch enemy done got the raise that I wanted. Can you believe that?,I can believe it.  It does tend to happen.,2,14,9,1,,
hit:8018_conv:16036,impressed,My friend rented a moving truck that is over 30 feet long.  He actually was driving it around pretty well.,My buddy just rented a moving truck over 30 feet long.,Wow that is huge. He must have a lot of stuff to haul.,1,11,13,2,,
hit:8018_conv:16036,impressed,My friend rented a moving truck that is over 30 feet long.  He actually was driving it around pretty well.,Yeah.  I was surprise at how well he could maneuver that thing around though!,As long as he remembers to make wide turns. Otherwise bad things happen haha.,2,14,14,2,,
hit:8018_conv:16036,impressed,My friend rented a moving truck that is over 30 feet long.  He actually was driving it around pretty well.,My buddy just rented a moving truck over 30 feet long.,Wow that is huge. He must have a lot of stuff to haul.,1,11,13,2,,
hit:8018_conv:16036,impressed,My friend rented a moving truck that is over 30 feet long.  He actually was driving it around pretty well.,Yeah.  I was surprise at how well he could maneuver that thing around though!,As long as he remembers to make wide turns. Otherwise bad things happen haha.,2,14,14,2,,
hit:12362_conv:24724,sad,My 12 year old lab just passed away.  He was my buddy and I am really upset about losing him.,My 12 year old lab just passed away. He was my buddy and I am really upset about losing him.,That is so sad. Dogs become part of the family so when something like that happens it is like losing a family member,1,20,23,3,,
hit:12362_conv:24724,sad,My 12 year old lab just passed away.  He was my buddy and I am really upset about losing him.,It really is.  I am just so broken up over it.,I am so sorry for your loss_comma_ within time you will heal. Just try to cherish the memories that you was left with_comma_ Think about all the good times,2,11,29,3,,
hit:12362_conv:24724,sad,My 12 year old lab just passed away.  He was my buddy and I am really upset about losing him.,My 12 year old lab just passed away. He was my buddy and I am really upset about losing him.,That is so sad. Dogs become part of the family so when something like that happens it is like losing a family member,1,20,23,3,,
hit:12362_conv:24724,sad,My 12 year old lab just passed away.  He was my buddy and I am really upset about losing him.,It really is.  I am just so broken up over it.,I am so sorry for your loss_comma_ within time you will heal. Just try to cherish the memories that you was left with_comma_ Think about all the good times,2,11,29,3,,
hit:7261_conv:14522,content,I have been very satisfied with life recently. My relationships are going well.,I have been feeling great about life recently. My relationships have been going very well,Nice! Are you married?,1,15,4,2,,
hit:7261_conv:14522,content,I have been very satisfied with life recently. My relationships are going well.,I am not_comma_ but I have a person I am very fond of. Are you?,I am forever alone. However_comma_ I hope you continue to have great relationships and a great life!,2,15,17,2,,
hit:7261_conv:14522,content,I have been very satisfied with life recently. My relationships are going well.,I have been feeling great about life recently. My relationships have been going very well,Nice! Are you married?,1,15,4,2,,
hit:7261_conv:14522,content,I have been very satisfied with life recently. My relationships are going well.,I am not_comma_ but I have a person I am very fond of. Are you?,I am forever alone. However_comma_ I hope you continue to have great relationships and a great life!,2,15,17,2,,
hit:4972_conv:9945,lonely,when my wife and son are not with me i cant stand it,when i am out of town away from my wife and son its difficult,I understand that. I bet you miss them a lot.,1,14,10,2,,
hit:4972_conv:9945,lonely,when my wife and son are not with me i cant stand it,i do_comma_ its tough because he is still a baby,Yeah it is rough at that age to be apart. At least you can Skype and keep in touch.,2,10,19,2,,
hit:4972_conv:9945,lonely,when my wife and son are not with me i cant stand it,when i am out of town away from my wife and son its difficult,I understand that. I bet you miss them a lot.,1,14,10,2,,
hit:4972_conv:9945,lonely,when my wife and son are not with me i cant stand it,i do_comma_ its tough because he is still a baby,Yeah it is rough at that age to be apart. At least you can Skype and keep in touch.,2,10,19,2,,
hit:4964_conv:9929,confident,I am confident that I will have a great day tomorrow,I am confident that I will have a great day tomorrow,That is a great mindset to have_comma_ and should lead to a great day!,1,11,14,3,,
hit:4964_conv:9929,confident,I am confident that I will have a great day tomorrow,That is so true. Getting to know you also makes it seem like a great day already leading to tomorrow.,That is a very kind thing to say! i appreciate that,2,20,11,3,,
hit:4964_conv:9929,confident,I am confident that I will have a great day tomorrow,I am confident that I will have a great day tomorrow,That is a great mindset to have_comma_ and should lead to a great day!,1,11,14,3,,
hit:4964_conv:9929,confident,I am confident that I will have a great day tomorrow,That is so true. Getting to know you also makes it seem like a great day already leading to tomorrow.,That is a very kind thing to say! i appreciate that,2,20,11,3,,
hit:4250_conv:8500,embarrassed,I was walking down the hall at school and slipped and fell.,I was walking down the hall at school and slipped and fell.,That can be embarrassing.  Are you ok?,1,12,7,3,,
hit:4250_conv:8500,embarrassed,I was walking down the hall at school and slipped and fell.,Yes_comma_ luckily I landed on my back and not on my head.,Sounds painful. I hope you did not because any damage.,2,12,10,3,,
hit:4250_conv:8500,embarrassed,I was walking down the hall at school and slipped and fell.,I was walking down the hall at school and slipped and fell.,That can be embarrassing.  Are you ok?,1,12,7,3,,
hit:4250_conv:8500,embarrassed,I was walking down the hall at school and slipped and fell.,Yes_comma_ luckily I landed on my back and not on my head.,Sounds painful. I hope you did not because any damage.,2,12,10,3,,
hit:1156_conv:2312,guilty,I yelled at my kid earlier because I had a headache.,I have the worst headache and I yelled at my kid a few minutes ago for being so loud. I feel bad.,They are just kids_comma_ I think you should give them toys to play with and also take a pain killer,1,22,20,3,,
hit:1156_conv:2312,guilty,I yelled at my kid earlier because I had a headache.,You are right_comma_ I did not mean to do it.,:) we have all being through the age. You will miss this stage when they finally grow to become adult,2,10,20,3,,
hit:1156_conv:2312,guilty,I yelled at my kid earlier because I had a headache.,I have the worst headache and I yelled at my kid a few minutes ago for being so loud. I feel bad.,They are just kids_comma_ I think you should give them toys to play with and also take a pain killer,1,22,20,3,,
hit:1156_conv:2312,guilty,I yelled at my kid earlier because I had a headache.,You are right_comma_ I did not mean to do it.,:) we have all being through the age. You will miss this stage when they finally grow to become adult,2,10,20,3,,
hit:7450_conv:14901,guilty,When I broke my mothers favorite glass while playing. ,Did not mean to break her glass.,Oh no! What happened? Was she upset?,1,7,7,3,,
hit:7450_conv:14901,guilty,When I broke my mothers favorite glass while playing. ,She was not upset because I lied and said my cat did it.,Smart thinking! Cats are always good scapegoats lol,2,13,8,3,,
hit:7450_conv:14901,guilty,When I broke my mothers favorite glass while playing. ,Did not mean to break her glass.,Oh no! What happened? Was she upset?,1,7,7,3,,
hit:7450_conv:14901,guilty,When I broke my mothers favorite glass while playing. ,She was not upset because I lied and said my cat did it.,Smart thinking! Cats are always good scapegoats lol,2,13,8,3,,
hit:10868_conv:21737,caring,We just welcomed a new puppy into the family. I love him already he has been such a great addition_comma_ I love looking after him.,We just got a new puppy! Our old dog passed away recently but this new one is such a pleasure to be around.,I am sorry to hear about your dog passing away. But_comma_ I am happy you have a new friend in the new one.,1,23,23,3,,
hit:10868_conv:21737,caring,We just welcomed a new puppy into the family. I love him already he has been such a great addition_comma_ I love looking after him.,Thank you. Yeah he is been awesome! It feels good to have another animal that needs you.,It is good you were able to find new companionship in your new dog. Congratulations on your new pet.,2,17,19,3,,
hit:10868_conv:21737,caring,We just welcomed a new puppy into the family. I love him already he has been such a great addition_comma_ I love looking after him.,We just got a new puppy! Our old dog passed away recently but this new one is such a pleasure to be around.,I am sorry to hear about your dog passing away. But_comma_ I am happy you have a new friend in the new one.,1,23,23,3,,
hit:10868_conv:21737,caring,We just welcomed a new puppy into the family. I love him already he has been such a great addition_comma_ I love looking after him.,Thank you. Yeah he is been awesome! It feels good to have another animal that needs you.,It is good you were able to find new companionship in your new dog. Congratulations on your new pet.,2,17,19,3,,
hit:10772_conv:21544,guilty,i'm ashamed of always deceiving my family,i am ashamed of always deceiving my family.,why do you do it?,1,8,5,1,,
hit:10772_conv:21544,guilty,i'm ashamed of always deceiving my family,i do not do it on purpose _comma_ it is them they want me to be a doctor but i do not like medicine.,oh I see. what do you want to do instead?,2,24,10,1,,
hit:10772_conv:21544,guilty,i'm ashamed of always deceiving my family,i am ashamed of always deceiving my family.,why do you do it?,1,8,5,1,,
hit:10772_conv:21544,guilty,i'm ashamed of always deceiving my family,i do not do it on purpose _comma_ it is them they want me to be a doctor but i do not like medicine.,oh I see. what do you want to do instead?,2,24,10,1,,
hit:4262_conv:8525,disgusted,i had to assist a mom with two daughters who all had lice,i had to assist a mom with two daughters who all had lice,Oh no! That sounds awful! What a kind thing to do though! Im sure they were very grateful for your help!,1,13,21,1,,
hit:4262_conv:8525,disgusted,i had to assist a mom with two daughters who all had lice,i tried to stay positive and see the bright side of it but boy was i itchy afterward,I hope you took the right precautions not to get it yourself! I can only imagine that_comma_ I have never had it and never want to!,2,18,26,1,,
hit:4262_conv:8525,disgusted,i had to assist a mom with two daughters who all had lice,i had to assist a mom with two daughters who all had lice,Oh no! That sounds awful! What a kind thing to do though! Im sure they were very grateful for your help!,1,13,21,1,,
hit:4262_conv:8525,disgusted,i had to assist a mom with two daughters who all had lice,i tried to stay positive and see the bright side of it but boy was i itchy afterward,I hope you took the right precautions not to get it yourself! I can only imagine that_comma_ I have never had it and never want to!,2,18,26,1,,
hit:6908_conv:13817,disappointed,I felt this way when I didn't get the promotion at work that I worked so hard for.,I did not get the promotion that I worked so hard.,I am sorry to hear that!,1,11,6,3,,
hit:6908_conv:13817,disappointed,I felt this way when I didn't get the promotion at work that I worked so hard for.,It is okay_comma_ I will have to try harder next time.,Good luck. Maybe a better opportunity will come around.,2,11,9,3,,
hit:6908_conv:13817,disappointed,I felt this way when I didn't get the promotion at work that I worked so hard for.,I did not get the promotion that I worked so hard.,I am sorry to hear that!,1,11,6,3,,
hit:6908_conv:13817,disappointed,I felt this way when I didn't get the promotion at work that I worked so hard for.,It is okay_comma_ I will have to try harder next time.,Good luck. Maybe a better opportunity will come around.,2,11,9,3,,
hit:7483_conv:14967,prepared,I packed for a long road trip_comma_ and had everything I would need to hopefully avoid excessive stops. ,I just drove 12 hours back from my parents' house. It was not so bad though_comma_ because I actually packed everything I needed for once. I was able to minimize the amount of stops I took and cut two hours off of the total time it took!,Wow_comma_ you do really live far from your parents. Do you go to college or work?,1,47,16,1,,
hit:7483_conv:14967,prepared,I packed for a long road trip_comma_ and had everything I would need to hopefully avoid excessive stops. ,I work. We moved far from where they grew up when I was young_comma_ and they ended up moving back for retirement. ,I see. Well_comma_ it seems as people get older they want to go back to places which reminds them of past. Nostalgia probably helps them cope with passing life,2,22,29,1,,
hit:7483_conv:14967,prepared,I packed for a long road trip_comma_ and had everything I would need to hopefully avoid excessive stops. ,I just drove 12 hours back from my parents' house. It was not so bad though_comma_ because I actually packed everything I needed for once. I was able to minimize the amount of stops I took and cut two hours off of the total time it took!,Wow_comma_ you do really live far from your parents. Do you go to college or work?,1,47,16,1,,
hit:7483_conv:14967,prepared,I packed for a long road trip_comma_ and had everything I would need to hopefully avoid excessive stops. ,I work. We moved far from where they grew up when I was young_comma_ and they ended up moving back for retirement. ,I see. Well_comma_ it seems as people get older they want to go back to places which reminds them of past. Nostalgia probably helps them cope with passing life,2,22,29,1,,
hit:10973_conv:21946,terrified,I once woke up in the middle of the night to a weird sound_comma_ i grabbed my gun and ran for the door_comma_ it was actually the printer.,The other night i heard a sound like someone was breaking in my house_comma_ i was pretty scared. ,Wow_comma_ that sounds quite disturbing. Was someone breaking in?,1,18,9,3,,
hit:10973_conv:21946,terrified,I once woke up in the middle of the night to a weird sound_comma_ i grabbed my gun and ran for the door_comma_ it was actually the printer.,No_comma_ it turns out the power had went out for a minute and it was the sound of the printer calibrating. ,I am glad everything turned out okay!,2,21,7,3,,
hit:10973_conv:21946,terrified,I once woke up in the middle of the night to a weird sound_comma_ i grabbed my gun and ran for the door_comma_ it was actually the printer.,The other night i heard a sound like someone was breaking in my house_comma_ i was pretty scared. ,Wow_comma_ that sounds quite disturbing. Was someone breaking in?,1,18,9,3,,
hit:10973_conv:21946,terrified,I once woke up in the middle of the night to a weird sound_comma_ i grabbed my gun and ran for the door_comma_ it was actually the printer.,No_comma_ it turns out the power had went out for a minute and it was the sound of the printer calibrating. ,I am glad everything turned out okay!,2,21,7,3,,
hit:3822_conv:7645,disappointed,i lost $100 cash somewhere.  I have looked everywhere and i can't find it,i lost $100 cash somewhere. I have looked everywhere and i cannot find it,that sounds prettty bad!,1,14,4,2,,
hit:3822_conv:7645,disappointed,i lost $100 cash somewhere.  I have looked everywhere and i can't find it,yes_comma_ i have retraced my steps and i cannot find it. hopefully i will find it when i need it the most.,I cannot imagine if something like that happens to me. I would be trying very hard to find it.,2,22,19,2,,
hit:3822_conv:7645,disappointed,i lost $100 cash somewhere.  I have looked everywhere and i can't find it,i have looked everywhere. it is so frustrating.,Sometimes by remembering all the places that you have been in the past two days can help. I will try that!,3,8,21,2,,
hit:3822_conv:7645,disappointed,i lost $100 cash somewhere.  I have looked everywhere and i can't find it,i lost $100 cash somewhere. I have looked everywhere and i cannot find it,that sounds prettty bad!,1,14,4,2,,
hit:3822_conv:7645,disappointed,i lost $100 cash somewhere.  I have looked everywhere and i can't find it,yes_comma_ i have retraced my steps and i cannot find it. hopefully i will find it when i need it the most.,I cannot imagine if something like that happens to me. I would be trying very hard to find it.,2,22,19,2,,
hit:3822_conv:7645,disappointed,i lost $100 cash somewhere.  I have looked everywhere and i can't find it,i have looked everywhere. it is so frustrating.,Sometimes by remembering all the places that you have been in the past two days can help. I will try that!,3,8,21,2,,
hit:7732_conv:15465,anxious,I'm giving birth on wednesday.... I can't wait!,I am giving birth on wednesday.... I cannot wait!,Wow_comma_ congratulations! Are you nervous?,1,9,5,3,,
hit:7732_conv:15465,anxious,I'm giving birth on wednesday.... I can't wait!,Yes but I cannot wait! I feel like I have been pregnant forever,Awesome! I hope it goes smoothly and that everything works out great for you!,2,13,14,3,,
hit:7732_conv:15465,anxious,I'm giving birth on wednesday.... I can't wait!,I am giving birth on wednesday.... I cannot wait!,Wow_comma_ congratulations! Are you nervous?,1,9,5,3,,
hit:7732_conv:15465,anxious,I'm giving birth on wednesday.... I can't wait!,Yes but I cannot wait! I feel like I have been pregnant forever,Awesome! I hope it goes smoothly and that everything works out great for you!,2,13,14,3,,
hit:1553_conv:3107,anticipating,My daughter told me I should be expecting a shipment soon. I don't know what it could be!,My daughter told me I should be expecting a shipment soon. I do not know what it could be!,Oh_comma_ I love surprises like that! How exciting!,1,19,8,3,,
hit:1553_conv:3107,anticipating,My daughter told me I should be expecting a shipment soon. I don't know what it could be!,Yea. She will not tell me what it is. I hope she did not spend too much money though.,I hope not either but it is sweet!,2,19,8,3,,
hit:1553_conv:3107,anticipating,My daughter told me I should be expecting a shipment soon. I don't know what it could be!,My daughter told me I should be expecting a shipment soon. I do not know what it could be!,Oh_comma_ I love surprises like that! How exciting!,1,19,8,3,,
hit:1553_conv:3107,anticipating,My daughter told me I should be expecting a shipment soon. I don't know what it could be!,Yea. She will not tell me what it is. I hope she did not spend too much money though.,I hope not either but it is sweet!,2,19,8,3,,
hit:8448_conv:16897,apprehensive,I just got a new job offer_comma_ but I don't know what I should do.,I just got a new job offer_comma_ but I do not know what I should do.,Would you be making more money?,1,16,6,2,,
hit:8448_conv:16897,apprehensive,I just got a new job offer_comma_ but I don't know what I should do.,I would make more money_comma_ but my current boss gave me an opportunity to get into this industry with no prior experience so I am hesitant to leave him.,Well sometimes you have to spread your wings and leave the nest!,2,29,12,2,,
hit:8448_conv:16897,apprehensive,I just got a new job offer_comma_ but I don't know what I should do.,I just got a new job offer_comma_ but I do not know what I should do.,Would you be making more money?,1,16,6,2,,
hit:8448_conv:16897,apprehensive,I just got a new job offer_comma_ but I don't know what I should do.,I would make more money_comma_ but my current boss gave me an opportunity to get into this industry with no prior experience so I am hesitant to leave him.,Well sometimes you have to spread your wings and leave the nest!,2,29,12,2,,
hit:8712_conv:17425,angry,The fast food guy forgot to give me my correct change in the drive thru. And he refused to give me my receipt! I had to demand to talk with the manager.,I went to a fast food drive thru and the cashier refused to give me my correct change or the receipt.,That would make me angry_comma_ and it is impossible to deal with in a drive thru.,1,21,16,2,,
hit:8712_conv:17425,angry,The fast food guy forgot to give me my correct change in the drive thru. And he refused to give me my receipt! I had to demand to talk with the manager.,I was very upset_comma_ and I wanted to speak with the manager about it. Customer service is so bad these days!,I agree. I really hate driving off only to find out a third of your order is wrong or missing!,2,21,20,2,,
hit:8712_conv:17425,angry,The fast food guy forgot to give me my correct change in the drive thru. And he refused to give me my receipt! I had to demand to talk with the manager.,I went to a fast food drive thru and the cashier refused to give me my correct change or the receipt.,That would make me angry_comma_ and it is impossible to deal with in a drive thru.,1,21,16,2,,
hit:8712_conv:17425,angry,The fast food guy forgot to give me my correct change in the drive thru. And he refused to give me my receipt! I had to demand to talk with the manager.,I was very upset_comma_ and I wanted to speak with the manager about it. Customer service is so bad these days!,I agree. I really hate driving off only to find out a third of your order is wrong or missing!,2,21,20,2,,
hit:2652_conv:5304,lonely,I have no friends at my new job,Hi_comma_ I have no friends at my new job,Oh no. Do not say that! I start a new job today!,1,9,12,1,,
hit:2652_conv:5304,lonely,I have no friends at my new job,You will be alright_comma_ make sure to talk to your coworkers or you will feel lonely like me!,Why do not you talk to yours? I Am so sorry!,2,18,11,1,,
hit:2652_conv:5304,lonely,I have no friends at my new job,Hi_comma_ I have no friends at my new job,Oh no. Do not say that! I start a new job today!,1,9,12,1,,
hit:2652_conv:5304,lonely,I have no friends at my new job,You will be alright_comma_ make sure to talk to your coworkers or you will feel lonely like me!,Why do not you talk to yours? I Am so sorry!,2,18,11,1,,
hit:6914_conv:13829,prepared,I feel ready for the coming work week.  I have all my materials set,I feel ready for the coming work week,Really? You must really like you job then,1,8,8,3,,
hit:6914_conv:13829,prepared,I feel ready for the coming work week.  I have all my materials set,Yeah_comma_ I think I have all my work materials set,Good for you! I hope you  have good week!,2,10,9,3,,
hit:6914_conv:13829,prepared,I feel ready for the coming work week.  I have all my materials set,I feel ready for the coming work week,Really? You must really like you job then,1,8,8,3,,
hit:6914_conv:13829,prepared,I feel ready for the coming work week.  I have all my materials set,Yeah_comma_ I think I have all my work materials set,Good for you! I hope you  have good week!,2,10,9,3,,
hit:9222_conv:18445,annoyed,My Cd player keeps skipping nothing can stop it.,Every time I use my new CD player it randomly skips.,That is too bad. Maybe you should get a new one?,1,11,11,2,,
hit:9222_conv:18445,annoyed,My Cd player keeps skipping nothing can stop it.,Im thinking about returning the one I bought.,I certainly would. How can you jam out to all the NOW CD's without it?,2,8,15,2,,
hit:9222_conv:18445,annoyed,My Cd player keeps skipping nothing can stop it.,Every time I use my new CD player it randomly skips.,That is too bad. Maybe you should get a new one?,1,11,11,2,,
hit:9222_conv:18445,annoyed,My Cd player keeps skipping nothing can stop it.,Im thinking about returning the one I bought.,I certainly would. How can you jam out to all the NOW CD's without it?,2,8,15,2,,
hit:4914_conv:9829,prepared,I'm about to move this weekend to a new city.  I have everything packed and ready to go and have already cleaned the new house.,I am about to move this weekend to a new city. I have everything packed and ready to go and have already cleaned the new house.,Well that is exciting! A fresh start is always fun. What inspired you to make such a big change?,1,26,19,3,,
hit:4914_conv:9829,prepared,I'm about to move this weekend to a new city.  I have everything packed and ready to go and have already cleaned the new house.,I got a new job and have always wanted to move away from my hometown because its not that big. I cannot wait,Awesome_comma_ you will be able to make friends at work. I wish you the best in your new city_comma_ congrats!,2,23,20,3,,
hit:4914_conv:9829,prepared,I'm about to move this weekend to a new city.  I have everything packed and ready to go and have already cleaned the new house.,I am about to move this weekend to a new city. I have everything packed and ready to go and have already cleaned the new house.,Well that is exciting! A fresh start is always fun. What inspired you to make such a big change?,1,26,19,3,,
hit:4914_conv:9829,prepared,I'm about to move this weekend to a new city.  I have everything packed and ready to go and have already cleaned the new house.,I got a new job and have always wanted to move away from my hometown because its not that big. I cannot wait,Awesome_comma_ you will be able to make friends at work. I wish you the best in your new city_comma_ congrats!,2,23,20,3,,
hit:5280_conv:10561,afraid,I hate to sleep with the lights off. It is too scary for me.,I hate to sleep with the lights off.,why is that?,1,8,3,2,,
hit:5280_conv:10561,afraid,I hate to sleep with the lights off. It is too scary for me.,I am afraid of the dark_comma_ it is too scary for me.,ah yea ... i can understand that,2,12,7,2,,
hit:5280_conv:10561,afraid,I hate to sleep with the lights off. It is too scary for me.,I hate to sleep with the lights off.,why is that?,1,8,3,2,,
hit:5280_conv:10561,afraid,I hate to sleep with the lights off. It is too scary for me.,I am afraid of the dark_comma_ it is too scary for me.,ah yea ... i can understand that,2,12,7,2,,
hit:5198_conv:10397,proud,I was happy my brother graduated college. He worked hard,I was happy my brother graduated. He worked hard,Congratulations to him. Is he younger or older?,1,9,8,2,,
hit:5198_conv:10397,proud,I was happy my brother graduated college. He worked hard,He is older,Ah so you are the young one. Do you look up to him?,2,3,13,2,,
hit:5198_conv:10397,proud,I was happy my brother graduated college. He worked hard,I was happy my brother graduated. He worked hard,Congratulations to him. Is he younger or older?,1,9,8,2,,
hit:5198_conv:10397,proud,I was happy my brother graduated college. He worked hard,He is older,Ah so you are the young one. Do you look up to him?,2,3,13,2,,
hit:6747_conv:13494,grateful,I am glad I can afford a little of want I want. One day I will be able to have it all,I glad I can afford the necessities and a little of what I want,I hope you goodluck in the future,1,14,7,3,,
hit:6747_conv:13494,grateful,I am glad I can afford a little of want I want. One day I will be able to have it all,Me too. I am very grateful. Some people are less fortunate,One day when you are successful_comma_ I hope you pass your good luck forward!,2,11,14,3,,
hit:6747_conv:13494,grateful,I am glad I can afford a little of want I want. One day I will be able to have it all,I glad I can afford the necessities and a little of what I want,I hope you goodluck in the future,1,14,7,3,,
hit:6747_conv:13494,grateful,I am glad I can afford a little of want I want. One day I will be able to have it all,Me too. I am very grateful. Some people are less fortunate,One day when you are successful_comma_ I hope you pass your good luck forward!,2,11,14,3,,
hit:2387_conv:4775,devastated,I tried to get my estranged mom to speak to me_comma_ and she got mad and insulted me.,I tried to reach out to my estranged mom_comma_ but she insulted me and refused to speak to me.,That is awful. I am so sorry you had to experience that.,1,19,12,1,,
hit:2387_conv:4775,devastated,I tried to get my estranged mom to speak to me_comma_ and she got mad and insulted me.,It is okay_comma_ I am used to it_comma_ it is been six years since we have seen each other.,Guess she is estranged for a reason.,2,19,7,1,,
hit:2387_conv:4775,devastated,I tried to get my estranged mom to speak to me_comma_ and she got mad and insulted me.,I tried to reach out to my estranged mom_comma_ but she insulted me and refused to speak to me.,That is awful. I am so sorry you had to experience that.,1,19,12,1,,
hit:2387_conv:4775,devastated,I tried to get my estranged mom to speak to me_comma_ and she got mad and insulted me.,It is okay_comma_ I am used to it_comma_ it is been six years since we have seen each other.,Guess she is estranged for a reason.,2,19,7,1,,
hit:1856_conv:3712,surprised,my car made it all the way to Texas even though its a 1990,i have an old cart a 1990 corolla that made it all the way from Key west to Texas,That is cool though_comma_ does it still run fine?,1,19,9,3,,
hit:1856_conv:3712,surprised,my car made it all the way to Texas even though its a 1990,yes it has 350k miles,Wow_comma_ that is a good run though_comma_ great job keeping it running!,2,5,12,3,,
hit:1856_conv:3712,surprised,my car made it all the way to Texas even though its a 1990,i have an old cart a 1990 corolla that made it all the way from Key west to Texas,That is cool though_comma_ does it still run fine?,1,19,9,3,,
hit:1856_conv:3712,surprised,my car made it all the way to Texas even though its a 1990,yes it has 350k miles,Wow_comma_ that is a good run though_comma_ great job keeping it running!,2,5,12,3,,
hit:4115_conv:8231,hopeful,I WISH I WOULD READ MY FAVORITE FICTION IN FORTHCOMING DAYS,HEY... WHAT ARE YOUR HOBBIES,Hunting_comma_ fishing and computers.,1,5,4,3,,
hit:4115_conv:8231,hopeful,I WISH I WOULD READ MY FAVORITE FICTION IN FORTHCOMING DAYS,WHAT ABOUT READING SOME BOOKS ...,I do read occasionally_comma_ do you?,2,6,6,3,,
hit:4115_conv:8231,hopeful,I WISH I WOULD READ MY FAVORITE FICTION IN FORTHCOMING DAYS,HEY... WHAT ARE YOUR HOBBIES,Hunting_comma_ fishing and computers.,1,5,4,3,,
hit:4115_conv:8231,hopeful,I WISH I WOULD READ MY FAVORITE FICTION IN FORTHCOMING DAYS,WHAT ABOUT READING SOME BOOKS ...,I do read occasionally_comma_ do you?,2,6,6,3,,
hit:2014_conv:4029,grateful,I thank God everyday for the wife I have.,I thank God everyday for the wife I have,You must be taking good care of her in and out if you know what I mean,1,9,17,3,,
hit:2014_conv:4029,grateful,I thank God everyday for the wife I have.,Yes_comma_ but she actually takes even better care of me and that is why i am so grateful ,I hope you can make her realize how grateful you are by being faithful,2,18,14,3,,
hit:2014_conv:4029,grateful,I thank God everyday for the wife I have.,I thank God everyday for the wife I have,You must be taking good care of her in and out if you know what I mean,1,9,17,3,,
hit:2014_conv:4029,grateful,I thank God everyday for the wife I have.,Yes_comma_ but she actually takes even better care of me and that is why i am so grateful ,I hope you can make her realize how grateful you are by being faithful,2,18,14,3,,
hit:12346_conv:24693,nostalgic,I enjoy working on and driving my old truck.,I have an old truck that when I drive it brings back memories from the past.,What kind of memories,1,16,4,2,,
hit:12346_conv:24693,nostalgic,I enjoy working on and driving my old truck.,Of good times_comma_ my teenage years_comma_ old friends.,Those were good years for sure,2,8,6,2,,
