label,text
1,"I just started college again, and while I am doing great in school, it has lead me to feel very lonely with a lack of social life."
0,"That sound like a good idea if they were not online classes. Next semester I have a few on campus courses, so I am hoping I will be able to make at least one new friend."
1,I feel so upset when other people tell such horrible lies about other people. Some people are just cruel and are only out for themselves.
0,"Yeah, it is very hurtful. But what can one do? Get back at them? It just seems like you would go to their level. I guess it is better to just swallow it and move on."
1,My friends threw me a surprise party yesterday.
0,It was! I got so many cool gifts. I was so surprised. My friends are the best!
1,So upset at my brother for trying to fight me
0,"We were quite furious, he was mad I would not pass him the puck."
1,Just sent out some applications for my dream schools.
0,"Harvard and Yale, I am nervous."
1,I was crashing on a boy once and he came to me to tell me he was in love with my best friend
0,"Yes, it was cause I thought he like me cause we had went out once or twice"
1,I am thankful that I was able to repair my tire before it went flat on my car
0,"Right, I caught it just as it happened and brought it to the shop, did not cost as much as I thought it would either."
1,Oy. I am on the edge of my seat right now.
0,"I finished taking my PA certification exam, and I have to wait weeks to get my results."
1,My wife and I are going out to one of my favorite restaurants tonight.
0,"Not really, just felt like going out. I am thinking about ordering something I have not had before, but.... I do not know. I am weird about trying new foods."
1,I find it hard to be faithful
0,Yeah because I love women and cannot seem to settle for one.
1,how important is your work to you
0,great me too
1,I had to let my dad borrow my car the other day. His truck is in the shop.
0,"Yeah it has. And, he took good care of my car, as always."
1,"i did not get to go with my friend to the concert, so i went by myself. worse decision ever . Should of just stayed home"
0,i did not enjoy it
1,I just ordered a new cookery book and am eagerly awaiting its arrival. I want to delve in and try lots of new recipes!
0,"I am vegetarian and cook all sorts of different cuisines - Indian, Italian, American. The only cuisine I am not good at is Chinese. How about you?"
1,My cat is at the kitty spa.
0,Yep. He is having a pretty good time.
1,I am embarrassed that I skipped school to go to the concert.
0,Yes but now I have detention for a month.
1,"I was inspecting rooms yesterday when I bent down to look under a bed, I felt the back of my pants tear. The hole was the entire back of my pants."
0,"Yes, I have a staff of 30 and I think each one saw me at some point in the day. I have Khaki's on. I had to tape and staple the hole."
1,I went to the movies alone. It was quite depressing.
0,My friends ditched me. Some friends they are!
1,My husband and I decided to get another dog. I was nervous to tell his parents about it.
0,"We have 2 dogs already, but they are older. His parents can be a bit judgmental if they do not totally agree with our decisions."
1,I am so humbled by all the gifts we have received for our new baby... totally was not expecting it
0,"Yes, we moved to a different state in the middle of my pregnancy and was not expecting much."
1,My Junior year in high school we made it to the state championship in football. The coach would let the captains say a few motivational words before we got off the bus. So he called me to say something. I told my teammates that if they did not plan on winning the trophy do not get off the bus then I sat down.
0,They were quiet it was supposed to be a two minute speech. The bus driver said you guys better listen he looks serious.
0,WE won 60 - 3
1,"It is hard giving birth, any way you do it, but I was still so happy when my kids were born"
0,"Yes, they are all healthy. I have been really lucky. Do you have kids?"
1,my husband and i are trying to have a baby
0,i would be fine either way as long we have a healthy baby that is all that matters to me.
1,"I was at the store the other day and the lady ahead of me had no idea how to use self checkout, I wish she would have used the regular line instead of holding everyone up."
0,Exactly! I was not in a hurry or anything but it felt so inconsiderate.
1,"I have a distant relative that is been abusing their dog, and I have to rescue it from their property."
0,I am bringing some backup with me to start off. I am going to just be direct and take the dog. If that does not work I will have to get animal control involved.
1,My coworker just got selected to enroll in a leadership class offered by my work. I also applied but did not get selected. I really wish I was in his shoes righyt now!
0,I am not sure. I thought I was more qualified than him. It seems like I can never get what other have.
1,"I am having a birthday party for my daughter later today, I think I have everything we need"
0,"Yes I think I am more excited than her, LOL. She is turning 3"
1,I was sad to see Lebron go to the Lakers
0,yea he is the best player in the world.
1,I am really looking forward to the weekend. I have some fun plans with friends.
0,We are going out for dinner and a movie. It is been a while.
1,I ordered a hamburger from a restaurant and it was raw in the middle.
0,I took it back and they had the nerve to ask me if I wanted another one
1,I wrote a paper for class that I really did not put much effort into. I got the grade back yesterday. It was a C. I was satisified with these results.
0,Generally I am doing pretty well. I was just lazy that time.
1,My wife told yesterday that she does not love me anymore and she want a divorce. I felt totally destroyed.
0,We have been together for more than 10 years now.
1,Man only a couple more weeks left!
0,We go to Florida for vacation! So pumped!!
1,"I was devestated when my grandmother passed away, that was a very sad time for me"
0,"Yeah, but that is life I suppose"
1,Yesterday was my mom's birthday
0,Yeah! I went to her house yesterday (she lives about 30 mins from me) and I cooked her a catfish dinner!
1,i am hoping to win the lottery tomorrow
0,yes 1.3 million
1,I went to the movies with my friend last week. Somehow my friend got very close with this random girl who was there. My friend ended up abandoning me to spend time with her.
0,Yeah I was very frustrated. Especially since my friend was my ride home. So I ended up having to call a cab.
0,I know. My friend sometimes gets very self centered. It can be a challenge.
1,I moved last weekend. I was really happy once everything was done and it went smoothly.
0,"Yeah, unpacking and all that fun stuff now. I really like the new place though."
1,I love watching movies from when I was a kid
0,My kids think those movies arent as good as the one from today
1,I have been slaving away in the kitchen all day and my in-laws are about to arrive. I have falafel wraps with tzaitziki and tahini dressing and a couple sides. I am ready!
0,I hope so too! We love it and its all homemade.
1,I just picked up a 6-pack at the grocery store but I am not a happy camper.
0,I got charged for a 24 pack!!
1,I recently went skydiving. It was a thrilling rush
0,It was excellent. I feel so alive!
1,I am finding it hard to let go of my grandfathers old Mercedes.
0,Do not you feel so sentimentally attached to them? I just cannot get myself to throw them.
1,i loved taking care of my sisters pet the other day
0,it is a bearded dragon
1,The other night my grandma wanted to video chat to say hi to her great grand kids. My four year old was showing off his counting skills and some other cute stuff he had learned. It made my grandma really happy.
0,Oh yeah it is great for her to have a change to see what the kids are up to. But video calling can be really glitchy and awkward too haha.
0,"Not too bad, but she did not really notice sometimes that she was not hearing certain words correctly. I just went with it haha."
1,I tried spincah alfredo for the first time the other day.
0,I loved it. I had never even had spinach before.
1,I am always nervous about public speaking
0,"I have a presentation for a client, I have been preparing vigorously"
1,I participated in local city half marathon yesterday
0,I won! I feel very pleased with myself!
1,I am curious to see which out of these 2 girls I am texting I will end up dating first...one 18 and one 24 both super smart and attractive
0,Thanks I was planning on that lol...I am saying I wonder who will bite first
1,"I was very interested in a girl that lives near me. I cannot seem to muster the courage to talk to her so I am feeling pretty down in the dumps. Hopefully, one day I can let my mind stop racing and just go for it."
0,Probably nothing but it is still hard to go through with it. I need to man up...
1,I do not want my vacation to end.
0,"I am in Bali, I would like to stay here forever, I will shed some tears for sure."
1,I cheated on my girlfriend.
0,"Heard she cheated on me, but I should have broken up first."
1,Today is my last day working. I am going to miss my coworkers
0,No I am going to give this whole stay at home mom thing a shot
1,I am finally finished with my work project!
0,It is one of those that are for another business and about making money!
1,I like going to country craft shows. Makes me feel old fashioned.
0,"Yes, I tend to think so too."
1,"My sister's been going through a bit of a hard time lately, so today I baked her a big old pumpkin pie."
0,"She was laid off recently and her guinea pig died, which she had for a pretty long time. And yeah, I made a pumpkin pie because that is one of my favorites."
1,I love my job!
0,Oh no I hate to hear that!
1,Last night I had a dream I was at school but had no clothes on!
0,Luckily I woke up before I was too embarrassed.
1,"Yesterday was a very hard day, in addition to drama, I felt so alone."
0,"Relationship drama. Someone who has a lot of mental and emotional issues, that is why I live alone and do not see many so it can get hard on days like the weekend."
1,I lived in New York City for a couple of years and it is definitely a place where one can feel quite alone if you do not have family or friends.
0,"Yes, a plane ride away. But there was also a lot of cool things to see. I think it was a good experience but it would be better with friends and family."
1,"I am so glad that it is Friday, get to spend the weekend with my family!"
0,Do you have any plans for the weekend?
1,I am feeling happy I have money saved up.
0,I know right? Sometimes you do not even have enough for bills let alone to save! I almost never have had a time in life where I have been able to save any money.
1,Are you a good driver? I seem to hit things a lot.
0,"I have never had a serious accident, which is good. But people in my neighborhood like to leave trash cans out on the street, and the roads are narrow."
1,"My best friend lost his car to an accident that was not his fault, so I lent him $10,000 to buy a used vehicle so he can get back and forth to work. I am confident he will pay me back like he promised."
0,"I know that he needs the money more than I do right now, and I do trust he will pay me back as he says. I just wanted to do what was right."
1,i appreciated all the help i got from my friends last week
0,i definitely agree
1,my doggie recently passed away
0,"no i do not think so, but it was violent. she was run over by a car."
1,i am moving out from this house and it is just very emotional.
0,"well, my university is in a different city so i am leaving everyone here to follow my dreams."
1,My friend just bought a car that I have been trying to afford for months!
0,Its a Tesla. I am beyond envious of him. It might take me another 3 years before I can buy one.
1,I was so confident and then three people stepped up and I knew we had the title.
0,"They placed in events that they were not even suppose to qualify in, to get us more points."
1,I really enjoy going to Disney because it makes me feel very nostalgic for my childhood.
0,It is pretty awesome! Lots to do for adults as well. I tend to go to Epcot quite often with my annual pass. We live right down the street.
1,I received a hike in my salary.
0,Yeah. It makes me surprised.
1,Some jerks egged my house whilst I was on vacation.
0,"Exactly, I am absolutely furious. I hope I catch them if they do it again."
1,I did not do an important report for work.
0,I blamed it on my coworker even though it was my fault
1,I just took visited my friend in the hospital that had a baby. I love being around new borns.
0,"It is, those quiet snuggle naps. Makes me miss my kiddo being little."
1,I have got a week off from work. Time to sleep in and binge watch my favorite shows.
0,I like It is Always Sunny in Philadelphia. I am rewatching it for the third time
1,I get to the airport 3 hours before my flight leaves
0,I prefer to be early than being running late.
1,I have not heard back from my mom yet. Wonder if she is ok
0,She is at Best Buy trying to get her computer fixed. I hope they do not take advantage of her.
1,Recently my wife left me home alone with the dog all weekend while she was gone on a girls trip.
0,I missed her while she was gone. We have a mixed breed rescue pup.
1,I have a bunker in my back yard with a ton of food in case of a natural disaster.
0,"Maybe I do! I have enough food for about a year, so I should be set for a while."
1,"I bought some beautiful jewelry online. It looked so nice in the picture. When I got it, I was very unhappy"
0,"Yes, I sent it back"
1,I have Lupus and it is getting worse. I asked my doctor for a chance to try a new diet I found that is suppose to help me with it.
0,"yes, but they are quite powerful which I am trying to avoid. I am already on one and I am hoping that through this diet I can get off b/c the next steps will not be fun"
1,"My eldest niece, who helps take care of her younger disabled sister, graduated high school with great grades recently. She works hard both at her studies and taking care of her sister - she deserves it."
0,"Yes, I got her tickets for a show in London that she is been wanting to see. She lives in Scotland, so the journey is not bad at all. She is taking a friend with her."
1,"I cannot believe my neighbors, They are so rude. I hope they move soon"
0,They always play music so loud and today they parked on my grass. I want to complain but i do not want to start a fight
1,"Hi, I went to a park and I set on a bench. I did not notice that my wallet felt. A man came to me from behind giving me back my wallet."
0,"Yes, I did. I was so grateful because I have a lot of money in my wallet."
1,"I am just laying in bed with a scented candle burning in my room and my cat on my lap, things could not be any better."
0,"Yeah my kitty is just purring away, we are having a good time watching youtube."
1,"I just learned my first trick in ice skating, a triple spin twirl kick front flip."
0,I never thought I would have the balance to perform such a feat. I think I can no qualify for the Olympics.
1,I am going on a vacation this Thursday! I am very excited!
0,"We are heading to Somalia! We had some business dealings to attend to, and we will be seeing the ocean as well!"
1,My wife was able to get a job with Microsoft without going to a four-year college!
0,She really is. It just shows that you do not need to have a four-year degree in order to be successful.
1,I love the feeling of getting home from work and having a few hours before bed to hang out and watch TV and stuff.
0,"I think it is needed to keep our heads straight, so we do not get bogged down in the nonsense of daily life."
1,I got really grumpy when my boss scheduled me for my day off.
0,I was not going to but he said I would be fired. It is so unfair!
1,i was upset when i saw someone had put a dent in my car door
0,"nope, gone without a trace..well other than my dent"
1,I was pretty happy tonight. I got some wings and beer
0,I just liked drinking and eating with friends tonight
1,1
0,sorry that was sent by an mistake
1,"hi, i feel so lonely sometimes because all my friends live in a different country"
0,i was thinking about it! I wanted to join a group for local moms
1,I had to get my tag renewed last week as well as change my address. I had to get all the paperwork I needed together.
0,It was but I found everything I needed before going. Too bad it always takes so long at those offices.
1,My brother has assured me we are going on a trip soon. I am holding him to that
0,"I do trust him, so yes"
1,I am so upset.
0,I ordered food from Uber Eats and it neve came.
0,I do not know what happened. It said that it was picked up and then nothing.
0,After two hours with customer service. I am still hungry!
1,I cannot wait for next Sunday
0,"Yes, the world cup final between France and Croatia"
1,I recently saw someone eat a week old tuna sandwich.
0,"It was out at room temperature, I wanted to throw up."
1,Last year I took a trip to Mexico and basically hung out on the beach for a week.
0,"I know, I saved up for a couple years and finally got a vacation, it was so peaceful and I was happy and relaxed!"
1,I was very pleased to get this job
0,I got the job has an software Analysis and that was aim
1,I was walking home late at night and noticed I was being followed
0,I ended up running back to my place
1,"The movie starts in 30 minutes, but I am still stuck at work. I hope I make it in time."
0,"Oh yea, I complete forgot about that!"
1,I really love my life right now.
0,Nothing really! I just love that I can work at home and have time to clean or cook whenever I want.
0,Right? And no having to interact with others unless we choose too.
1,I was talking to my boss and used a word that I did not know the real meaning of. made a total fool of myself. lol
0,Totally. at least I know what the word means now so I can use it in the future.
1,Recently my grandma passed away. she lived pretty far from us most of our lives but at the end she had Alzheimer and so we moved her down to be near us
0,"Yes, it seemed so. I really had fun reconnecting with her as an adult, so it was really hard when she passed."
1,"what kind of saturday is this, i mean sure it is a relaxing one but damn i really blew it on the budget plan"
0,i spend it like maniac i am so disappointed in myself...
1,"I went swimming the other day and when I jump into the water and came back up, my bathing suit top was pulled over my breast and I was wandering why everyone was staring at me."
0,Yes I did realize fairly fast why everyone was staring. I looked down and seen my breast exposed.
1,I got my wife a wrist watch for her birthday
0,Yeah.
1,I could not believe that I received an A on my final that I did not even study for
0,"MIcrobiology. I thought I failed the final for sure. Maybe the professor curved it, or maybe I am just insanely lucky."
0,"Maybe, could be! Aw, what subjects did you like?"
0,"Oof, that is funny because I was awful at history!"
1,My neighbor keeps letting her dog use the bathroom on her balcony.
0,It is revolting. I reported her to the HOA but she keeps doing it. I am going to say something if I catch her out there letting her dog out.
1,Everything always reaks in my apartment and the maintenence team sucks.
0,I have lived here so long and every new team is th same.
0,I hope to move next year. Time for a house.
1,there have been many instances of attempted abductions near me recently
0,"random people, they think into child exploitation which is horrible"
1,I am so happy school is back.
0,"Yes, but I am a teacher."
1,I am scared a tornado will come in and destroy my city
0,"Hahaha, that is definitely the same town as that Oz guy right?"
1,I have been getting everything ready to apply to grad school.
0,I am studying Counselor Education for school counseling.
1,I am devastated by my mother's death
0,"21 years, but I miss her every single day"
1,I had to compose myself and pull over to remove the spider. I am so thankful that I did not freak out and crash the car.
0,"It was very scary, i am terrified of spiders. What are you afraid of?"
1,My aunt was rushed to the hospital a few days ago. They are currently monitoring her condition.
0,"Thanks for that, it is important to keep the faith I think. Medicine and our technology today is also advanced so I am hopeful."
1,Last night at like midnight the power cut out completely on my street
0,We luckily had candles around! I was so worried cause it was so fast it was like someone cut our power
1,"I do not like being around cats, they scare me."
0,I was attacked by one when I was little.
1,My new neighbors look about 20 or 21
0,They have to be older/ They have 5 kids.
1,My brother...Dating an A list supermodel... I do not know what to think!
0,He is dating Kylie Jenner. Have you heard of her?
1,"My brother is having a baby, I am shocked."
0,Because I did not even know he talked to girls.
1,I still cannot believe my mother is not coming to my wedding.
0,She does not like the girl I am going to marry.
1,"When he was little, my nephew was so adorable. He was the first child in the family for a long time, and he was so cute. I loved to spend time with him."
0,"Oh he is still nice. He has some issues, though, but I love him very much of course."
1,i was upset when i couldnt go home on time
0,too much work and i wasnt allowed to leave
1,"My sister just bought a new house, and she is only 25."
0,She has been working and saving money since she was 15. Very determined young lady.
1,I remember when I was a kid and in the summertime I used to catch fireflies and place them in a jar by my bedside at night.
0,The fireflies would blink in the jar all night long.
1,My friend just bought a new Audi.
0,"Yeah, I am so envious of him."
1,I have a wonderful husband and two sweet kids. I am feeling so much better from a horrible autoimmune flare. Life is good!
0,Thanks. I know life is perfect but its a journey and I am satisfied with where I am right now.
1,I can never figure out why my wife is so grumpy.
0,She is in her late 40s.
1,St Juse commercials make me so sad
0,I know. All kids deserve a happy and healthy childhood. It breaks my heart.
1,That made us good children
0,For the way we were brought up
1,"I found a kitten in the bushes, I took it home tried to find its owner. No one claimed her so I took her in."
0,"Yes I do, I took her to the vet and she is sleeping comfortably at home."
1,"Last month, I was very upset."
0,I got C in one of the important exams
1,I felt so confused and bad
0,I was completely drenched
1,I am giving a presentation at work that is going to ensure I get a promotion. I know I will get it.
0,"With my presentation looking so good, there is no reason I should not."
1,So my sister drove my car to run an errand and got a ticket! She doesnt have her license
0,Well not much. Its just I feel bad because I told her I would take her but got so busy. Maybe im the one that should have got the ticket. not her
1,I found an old box of toys from my childhood in the attic. Talk about blast from the past! Such good memories!
0,A bunch of star wars toys and some legos as well!
1,I was building a sculpture outside and some neighborhood kid threw a baseball and destroyed it.
0,"I was, I tried to chase him, but he was too fast."
1,"I went to pick up my kid, and saw him helping a pregnant lady carry her stuff."
0,"Well yea, that and I think he is a good kid on his own."
1,I found a home and bought it and i cannot believe i was able too.
0,Absolutely! I feel so lucky.
1,I was very disappointed that I was let go of a job I had had for years
0,They did provide severance. I was not sure what to do but felt that things would work out
0,"Well, actually I did end up getting a job that I like!"
0,"Thanks! The wallet's still a bit skinny, but I like the job, though!"
1,"I do not think I want to meet this person to purchase a couch off of Craigslist, something seems off about it."
0,That is a good idea but I feel a little sketch even doing that.
1,My niece just turned two and it is weird reading her the books I read as a kid.
0,It is weird having some things that you have not thought about in decades come rushing back.
1,My sister's husband is going out of town for the weekend and she hates being alone.
0,Yes. I invited her to come stay with me while he is gone.
1,I cannot wait to go on vacation this fall
0,"I will be going to Nara, Japan this time."
1,So i did some stupid things when i was younger. But i feel bad about one of them to this day.
0,I stole 50 bucks from my brothers wallet. He was going to use it on a date. Girl never called him back.
1,I was walking down the street yesterday to get lunch and tripped and fell. A few people saw me and laughed
0,"Yeah, I did not mind the fall so much as the bruised ego"
1,"My mom has arthritis in her neck, and the pain seems to be traveling down now."
0,The doctor just recommended exercise. I am not sure if they were just busy to do anymore for her or if exercise is the best.
1,I miss my mother deeply.
0,"yes, very much.She was the most important person in my life."
1,I am going to be having my baby next week.
0,"It is a girl. I have spent the past several days getting her room ready, packing for the hospital, and getting meals made in advance to put in the freezer."
1,I let my new neighbors borrow our lawnmower. It came back broken.
0,No. They went pretty quiet.
1,"I had to have this oral surgery once, I remember it very well because it was an uncommon procedure. They had to go up in my gums and attached a chain to one of my eye teeth and sew it back up and then once everything healed the orthodontist pulled the tooth down slowly over several months by attaching the chain to my braces."
0,"Yeah, it was the orthodontist but my teeth are so straight and pretty now, it sure was painful and hard to put faith in someone over 5 years of surgeries and appliances in my mouth and all that jazz. I remember asking everytime, is this really going to be worth it?"
1,"My neighbor, who I have lived near for eight years, just got a brand new boat. We are alright friends, and we get along well, and I do not usually have any negative feelings towards him. But I cannot help but feeling like he is better than me after he is gotten a boat."
0,"Yeah, I know. But since we have lived near each other for a long time and have had similar lives, I cannot help comparing myself to him."
1,Last Halloween a few kids Egged my house.
0,I didnt catch them in time so I couldnt get my revenge.
1,Last week someone approached me and tried to get information about a close friends business.
0,"I told them I could not help them, they are in management with a competitors company."
1,My neighbor returned my golf clubs yesterday after I thought I lost them at the golf course.
0,He did not! He promptly returned them to me once he found them. I was so thankful.
1,I woke up one morning and found a puppy in my bed. I was not expecting that!
0,"That sounds like a fun Christmas morning. For me it was a fine surprise. I think my wife got it for herself, but surprised me with it."
1,A friend of mine spent all night partying instead of staying home to study. He ended up failing an important exam!
0,I sure hope so! I warned him about going out drinking too often. Maybe this will teach him.
1,I am lucky to have a decent paying job
0,I work for an online retail company. I do not make a lot of money but I am not struggling anymore
1,I feel abandon these days.
0,"My wife left me a month ago.My friends are trying to help me,but it is not working"
1,I am not so sure how I feel about buying a used car.
0,Yeah I just do not know enough about cars.
1,I think my boyfriend is seeing someone else
0,ormation
1,I get excited around men and not sure if I might be gay
0,I am just scared of taking the first step and feel very vulnerable.
1,"Hi, yesterday I had a board meeting which I really prepared for, but it was cancelled at the last minute!"
0,I was very annoyed because I had prepared everything!
1,I am looking forward to all the soccer on TV today
0,There are lots of games on. The best is Barcelona v Sevilla in Tangiers for the Supercopa
1,Just got a new puppy!
0,It is a small husky with huge blue eyes.
1,I was really embarrassed and disappointed
0,Because the appointment was cancelled
1,I feel guilty about breaking our television
0,"It was, but it was a nice tv in any event, so I feel bad"
1,"I went on a road trip with some friends. We had a wonderful time hanging out on the beach and camping, too!"
0,"Yes, sometimes I leave it away and that makes me appreciate everything else more."
1,My friend's at the hospital after a pretty bad car accident. We finally got news she is woken up after being asleep for 6 days.
0,Some drunk driver hit her.
1,I am so behind on my housework. I have a pile of laundry that I have been neglecting...
0,"Yes, I feel like a slob! I really need to get it under control!"
1,My dad just gave me his carbon fiber road bike since he got a new one! I never expected he would give it to me because I know its worth a lot!
0,I know! I love it! I would never have been able to afford it on my own! It was not even my birthday either!
1,"I finally got my dream job, but was so nervous about starting it. Going into a male dominated world as a young female can be scary."
0,"I am. It still is a little overhwleming some days like, Wow I am really here."
1,he Air BnB people left my house in a mess. There were dirty diapers everywhere.
0,Its okay. I called the cleaning company because I was so disgusted by the smell.
1,"so proud of my son , he said his first words yesterday"
0,16 months
1,I left work early today and feel a little bad about it. I was really sick and now I know I will have to play catch up later today when I go back.
0,I hope they understand but it is usually frowned upon. I just was so violently ill I could not be there any longer.
1,"My children recently started school again and it made me feel a bit apprehensive. They are growing up so quick, and I know it will not be long before they sadly move out of the house :("
0,"For sure! But, it flies by before you know it. I get my nerves on edge when I think about them all moved out of the house."
1,"i walked right up to the girl i like today and told her how i felt. i did not even care what she was going to say, i just love to tell people what i feel"
0,"who cares! who cares if she said go away! ill do it again, the world is my oyster"
0,they need to give me respect because im so wonderful
1,I am applying to grad school and I hope to get accepted.
0,"Yes, I take that text in September. I am not looking forward to it."
0,"Maybe, he sucks at math"
1,"I am ready for winter, I bought a coat."
0,I bought a big furry one.
1,"A few days ago I have met a couple of people that got me feeling negative things, even though I do not even know them."
0,"Not really, maybe just a bit, it is how they said it I guess."
1,I love Halloween and it is almost here. I can hardly wait
0,"Always a party, decorating the yard, just a really good time. You will have to come over and I will win you over."
1,i have 4 beautiful girls that are top scorers
0,all subjects in school
1,"when my grandpa died i was so sad, i did not know if i could move on"
0,i could not believe it
1,Recently my dog got out of the yard and ran to the neighbors and ran all around their house upsetting their dogs! It was quite annoying but eventually he came to me after I called to him for a bit.
0,Yes it was quite distressing as I live next to a major street! Luckily he did not cross it and simply went next door but still!
1,It is supposed to rain very heavily today so I brought my umbrella to work!
0,"Yeah, but as long as you are ready for it it is not so bad!"
1,I miss beating my brother in the Pokemon card game everyday.
0,"No, I need the real thing it just does not feel the same."
1,GED test was super easy. I was confident that I would pass it
0,Yeah I crushed
1,The first time I went to a haunted house I was so scared.
0,It was one of those where people jump out at you.
1,My storage unit got robbed while I was moving to a new home. They took all my family antiques and precious items.
0,"I know, thought about selling those things. wish I had done that. at least got money for them."
1,"I had to renew my driving license. After 3 months, they told me that they lost my paperwork."
0,It is frustrating. They made me waste three months for nothing.
1,I went to the petstore with my dog and he had an accident in front of everyone. He had the saddest look on his face.
0,"He did, the clerk walked over, told him it was ok and gave him a treat."
1,A coworker of the opposite sex was recently hitting on me and trying to get me to cheat on my partner.
0,I told them to back off as I was happily married and I would never do that to my spouse.
1,i was scared to go home the other day
0,live in a dark wooded area
1,I wonder how my ex got such a pretty girlfriend. He does not look that great.
0,"Well I would rate his girl as a 9 and him as a 6.5. Seriously, he drives a beat up jalopi and still lives with his mom. I just do not get it."
1,"I came home one day and found that my dog had unzipped my bookbag, gotten a sandwich I had forgotten I brought home from lunch, and opened the bag it was in without damaging it to eat it."
0,He is an evil genius. He tried to get toys out of a christmas stocking one time by climbing on the coffee table.
1,I am submitting a proposal for a manuscript to an editor. I am hoping she will publish it!
0,Yes it is! A light romance about a horse rescue.
1,"At a shop, a seller was lying about the prices of the items that he was selling."
0,Me too. I notice the price tags. I left and I not coming back there again.
1,I still use all of my mothers cooking pots. She passed away a few years ago. Its a great reminder of her.
0,Yes and she was very good at it. I can still see her cooking my favorite dishes when I use them.
1,My best friend and I are planning our weddings at the same time but she has a much bigger budget than I do.
0,Yeah. It is not the worst thing by far and I still can put together a special day but yeah it does irk me a tiny bit.
1,I am happy its almost the weekend.
0,I am going to the beach this weekend.
1,I glad my boyfriend and I reconciled
0,I cant even remember. It was so dumb. I hope we get married.
1,My boyfriend can sing really well but I cannot
0,"Thanks, maybe I just need to warm up my vocal chords more"
1,I really like the new football coach.
0,The Falcons and their new defensive coach.
1,I have never cheated on my girlfriend.
0,It has not been that hard either.
1,I was very anxious to start driving at 16.
0,It really is. It is like I cannot remember all the rules of the road.
1,my boyfirend us breakfast for the first time
0,"The worst omelette I have ever had, It was terrible"
1,My radiator broke down in my car that I rely heavily on.
0,I can but they said it will cost at least 2000 dollars for it to be replaced. Might have to buy a new used car!
1,"I close on my new house Monday, I did not think I was going to be able to purchase it but I believed in my mortgage adviser"
0,Surprisingly it is been a painless process. I am very thankful.
1,"I attended a ball recently, one of the girls had the most stunning dress."
0,"No way, her dress looked like little diamonds had been stitched on every inch of her dress. Not many girls can compete with that. Diamonds are forever."
1,Several years ago one of my neighbors dogs attacked me and I had to go to the hospital to get stitches.
0,"I had to get 2 stitches in one of the holes and 1 stitch and all the other holes. He was a big dog, a little over 50 pounds."
1,I start my diet Monday and let us just say I am not ready to start lol.
0,The keto diet and I have started looking up meal preps and workouts but as of non I am so not arranged to start this up I need more time.
0,I have to look into that one never heard of it thanks.
1,I was talking with my brother and he lied to me. I am so gullible though it takes me awhile to realize it.
0,He told me that he got a big bonus from work. I found out from my mom though that he lost his job instead.
1,I pirated a few games recently and I am enjoying the hell out of them. I sort of feel guilty for not supporting the developers though.
0,Older? I am thirty! But now I have kids and money is tight sometimes. I might still buy the guys soon.
1,Awhile back I was taking a relative to get a heart cath. The surgeon sent for me to enter the operating room.
0,"oh yes, thank you for asking. other family members just got a call and told them everything went ok. Kind of scary when I was sent for."
1,i loved taking care of my sisters pet
0,a bearded dragon
1,My wife went on a trip for a week to see her family but I had to work so I had to stay home alone.
0,I wish I could have went on this one but I could not. It ended up bein a long week by myself.
1,I remember the days when gas was a dollar a gallon.
0,"Those were the good old days, young one."
1,"A while back, my older sister stole my younger brother's iPod touch to sell."
0,"No idea. All I know is that I was furious, especially seeing as my brother is the sweetest most innocent kid ever."
1,I am really worried that I will miss my flight tomorrow.
0,Yes and there is an expected rain storm.
1,My cat died the other day.
0,She was 24 years old.
1,i am a failure
0,"I wan't to help my fiance, she is going through so much, my job is not paying me much and i have been working as hard as i can and i still cannot do much, i wan't her to come here already because she is the only thing that keeps me sane"
1,"i had a huge test today,but i was ready!"
0,grades will be posted tonight but i feel very good about it
1,I was really hurt when my boyfriend moved away.
0,He always wanted to move out of state and I am unable to
1,"Last week, my car glass was broken by someone"
0,"No. There was nothing to steal. Now, I need to pay to fix it. I am already having some financial issues."
1,"So ever single day my boss is late to work. 20 minutes or more. Today I was 1 minute late, first time in 2 years and I got a wrote up."
0,"Yea, I even called and let them know the highway was closed down and I was going to be late. I even text her photo of the traffic accident once I got up to it."
1,I have to give a speech on Thursday.
0,Yes. But mentally I am never ready to give a speech if im being honest.
1,I never feel more at peace than laying at my bed in the morning.
0,It is not bad to lay around all day if you want.
1,I spent 2 hours helping my daughter with her homework. I found out today she never turned it in.
0,She just did not bother. She will not even get credit for turning it in late. What a waste of time.
1,i started off planting season with a few small seedlings and some plants from seed. i was anticipating the growth of my plants
0,some grew very big others did not do so well
1,"It always feels really good to think about great, happy times."
0,Not so much recent but going back home and visiting my home town.
1,"Reflecting back on my youth, I remember all the times I would steal candy bars from the convenience store on the way home from school"
0,"No. I would stop in with a group of people walking home, and slyly take my pick while others were legitimately buying."
1,I ordered a birthday cake from the local bakery for my husband.
0,It was a chocolate cake. It was the best decorated cake I have ever seen.
1,my kids made it back from summer break
0,yes they had a good time and the house is back to being crazy.. i love it
1,People around my workplace are always leaving litter all around the office and it really makes me mad.
0,Same here. It is like they do not care about anyone else but themselves.
1,I hate I keep receiving double bills every month from Comcast.
0,Every month they shut off my service because I did not pay the second bill. Then I have to go all over this month after month of them fixing their errors.
1,I am glad the weekend is here.
0,"Going swimming Sunday, probably relaxing on Saturday."
